id,content
800,"(-3) × (-2) / (-0.2) = A. -30, B. -3, C. 30, D. 3"
801,"What shape do you get if you join up the midpoints of the sides of this shape? A. Parallelogram, B. Rhombus, C. Kite, D. Rectangle"
802,"Which of the following is true? A. p + q = 90°, B. p + q = 100°, C. p + q = 180°, D. p + q = 360°"
803,"2.1 × 400 = A. 810, B. 8400, C. 840, D. 210"
804,"a and b represent different numbers. Tom says: a × b = b × a Katie says: a ÷ b = b ÷ a Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
805,"Is the following statement always true, sometimes true, or never true? A multiple of 4 is a multiple of 20 A. Never true, B. Sometimes true, C. Always true, D. Not enough information to decide"
806,"Which angle is allied (co-interior) to angle p? A. A, B. B, C. C, D. D"
807,"How do you say this fraction? 5 - 6 A. Five sixes, B. Five point one zero, C. Fifth sixths, D. Five sixths"
808,"Tom and Katie are arguing about creating equations using the diagram on the right. Tom says: w = g/3 Katie says: w = 4p Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
809,"Asha's office is on level 7. Her car is parked in the basement on level -2. How many floors does Asha need to go down to get from the office to her car? A. 10, B. 5, C. 9, D. 7"
810,"Which of these fractions could not be placed between the fractions marked on the number line? A. 2/5, B. 75/150, C. 1/4, D. 10/15"
811,"(4 × 3) + 2 □ 4 × (3 + 2) Which symbol belongs in the box? A. >, B. <, C. =, D. ≈"
812,"\(\frac{18}{30} = ?\) A. 0.54, B. 0.30, C. 0.18, D. 0.6"
813,"Here is a number line: Which of the following numbers could be indicated by the arrow? A. -1.5, B. -0.5, C. -1, D. -0.25"
814,"Which of the following diagrams shows a diameter? A. A, B. B, C. C, D. D"
815,"Which protractor is positioned correctly to most easily measure the obtuse angle below (shown in red)? A. A, B. B, C. Both, D. Neither"
816,"""Common multiples of 3 and 5 are also multiples of 15"" Is this statement... A. always true, B. never true, C. sometimes true, D. impossible to say"
817,"= \frac{1}{3} of ... A. 图片A, B. 图片B, C. 图片C, D. 图片D"
818,"The line segment is one side of a square. Which of the following coordinates could be a vertex of the square? A. (-3, 3), B. (-3, -6), C. (-1, -3), D. (-5, 3)"
819,"a, b and c are different numbers Is the above relationship... A. always true, B. sometimes true, C. never true, D. Need more information"
820,"Which shape has a line of symmetry? A. Shape A, B. Shape B, C. Shape C, D. None of them"
821,"Jo and Paul are arguing about powers. Jo says 9^4 = 3^8 Paul says 9^4 = 3^2 × 3^2 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
822,"Shape P has been rotated 90° clockwise about point (5, 1) to give shape Q. Now imagine moving shape P a total of 3 squares to the right, and keeping the same rotation. In which direction would Shape Q move? A. 3 right, B. 3 left, C. 3 down, D. 3 up"
823,"What is the order of rotational symmetry of this equilateral triangle? A. 0, B. 1, C. 2, D. 3"
824,"p, q, and r are 3 angles on a straight line. Jo and Paul are arguing about them! Jo says p, q and r must all be acute. Paul says one of the angles must be obtuse. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
825,"If you triple 8 you get... A. 38, B. 11, C. 888, D. 24"
826,"Jo and Paul are having a conversation about multiples Jo says that if n is a positive integer that is divisible by 8, then 8 + n will always be a multiple of 8 Paul says that if n is a positive integer, 8n will always be a multiple of 8 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
827,"Point S is reflected in the line y = -x It is then translated by the vector (-1, 0) What are the new coordinates of point S? A. (-5, 3), B. (-6, 2), C. (-5, 1), D. (-7, 3)"
828,"6² = A. 8, B. 12, C. 36, D. 62"
829,"A common factor of 27 and 47 is... A. 3, B. 7, C. 27, D. None of these answers are common factors"
830,"Which of the following calculations is not represented by the diagram above? A. 5 = 45 ÷ 9, B. 5 × 9 = 45, C. 45 = 9 × 5, D. 5 ÷ 45 = 9"
831,"What number and sign belong in the box? -6 □ = -4 A. + 10, B. + 2, C. - 10, D. - 2"
832,"What fraction is the arrow pointing to? A. 1/2, B. 2/5, C. 3/4, D. There is no such fraction"
833,"Which of the following calculations would correctly work out the difference between the temperature at 1pm on Thursday and the temperature at 1am on Wednesday? A. (−4) + 7, B. 7 − (−4), C. 7 + (−4), D. 7 − 4"
834,"a = -4, b = 3 ab ★ a + b What symbol should replace the star? A. >, B. <, C. =, D. Need more information"
835,"Using the key on the right, which of the following expressions give the perimeter of this shape? A. 2p + 6q, B. 3(2p + q), C. 6p + 2q, D. 8pq"
836,"What is the output of this Function Machine? A. 10p, B. 7p, C. 5(p + 2), D. 5p + 2"
837,"Describe the movements to get from point Y to point Z. A. East 4 squares, north 1 square, B. West 3 squares, north 1 square, C. East 3 squares, north 1 square, D. West 3 squares, south 1 square"
838,"The diagram shows an equilateral triangle and a square. What is the size of angle α? A. 210°, B. 150°, C. 255°, D. Not enough information"
839,"1 + 2 × 3 / 4 = A. 6.25, B. 2.25, C. 2.5, D. 1.75"
840,"If 15 is a factor of a number, then another factor of that number must be... A. 3, B. 7 and 8, C. 30, D. Impossible to say"
841,"How many squares would you need to shade on this shape to shade 1/3 of the whole shape? A. 3, B. 4, C. 5, D. 6"
842,"Calculate 8 ÷ 5/6 A. 40/6, B. 40/48, C. 46/5, D. 48/5"
843,"1.2 × 2.5 = ?/? × ?/? A. 1/2 × 2/5, B. 1 1/2 × 2 1/5, C. 5/6 × 2/5, D. 6/5 × 5/2"
844,"2n + 6 = Which expression should replace the star? You can use the images to help you if you like. A. 4(2n), B. 2(n + 3), C. 3(n + 2), D. 2(4n)"
845,"What can you say about line segments K and L? A. K is longer than L, B. K is shorter than L, C. K and L are the same length, D. We don't have enough information without measuring them"
846,"What is the size of the angle marked s? A. 60°, B. 135°, C. 150°, D. Not enough information"
847,"Convert 0.8 to a fraction in its simplest form. A. 8/10, B. 80/100, C. 4/5, D. 1/8"
848,"What is the area of this shape? A. 20, B. 10, C. 6, D. 5"
849,"Which calculation is equal to −20? A. (-3)² - 11, B. 3 × (-4) - (-4) × 2, C. -28 - (-4) × (-2), D. (-33) ÷ (-3) - 31"
850,"Which of the following statements is true when n = 2.5? A. 3n = 4n - 2, B. 3n < 4n - 2, C. 3n > 4n - 2, D. Not enough information"
851,"Jo and Paul are still arguing about the number expressed as 2² × 3³ × 5². Jo says 6 is a factor of the number. Paul says 45 is a factor of the number. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
852,"n × 5 ≥ n/5 If n can represent any number, is the statement above... A. always true, B. sometimes true, C. never true, D. Need more information"
853,"What happens when you remove squares, as shown from left to right in the diagrams below? A. The perimeter changes but the area stays the same, B. The area changes but the perimeter stays the same, C. Both the perimeter and area change, D. Both the perimeter and area stay the same"
854,"How many times does 3/4 go into 12? A. 9, B. 16, C. 36/48, D. 48"
855,"Which of the following is the best estimate of the size of this angle? A. 60°, B. 90°, C. 120°, D. 160°"
856,"Tom and Katie are arguing about the result of this Function Machine: Tom says the output is: 3n − 12 Katie says the output is: 3(n − 4) Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
857,"If $ A = 3^4 \times 5^2 \times 7^2 $, $ 3A = ? $ A. 3^5 \times 5^2 \times 7^2, B. 3^7 \times 5^5 \times 7^5, C. 3^{12} \times 5^6 \times 7^6, D. 9^4 \times 15^2 \times 21^2"
858,"Jo and Paul are talking about different ways of writing the expression on the right. Jo says you could write it as: 6(g - 4h) Paul says you could write it as : 3(2g - 8h) Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
859,"Tom and Katie are arguing about equations they can write based on the equation on the right. Tom says you could write: 3c - 20 = d - 20 Katie says you could write: 12c = 4d Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
860,"Work out: 1 - 4/9 A. 3/8, B. 5/9, C. 3/9, D. 4/8"
861,"How many small cubes have been used to make this larger cube? A. 36, B. 27, C. 19, D. 9"
862,"3n + 1 - n - 6 = A. 2n + 5, B. 2n - 5, C. 4n + 7, D. -2"
863,"How many degrees are there in half a turn? A. 180°, B. 90°, C. 50°, D. 30°"
864,"What is the highest common factor of 12 and 6? A. 1, B. 3, C. 6, D. 12"
865,"Tom and Katie are arguing about constructing triangles. Tom says you can construct a triangle with lengths 5 cm, 9 cm and 4 cm. Katie says you can construct a triangle with lengths 20 cm, 22 cm and 3 cm. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
866,"This is an isosceles triangle. Calculate the size of angle p. A. 28°, B. 76°, C. 104°, D. Not enough information"
867,"What number belongs in the box? (-3) + □ = 2 A. 5, B. 6, C. -1, D. -5"
868,"Which of the following statements is true when n = -2? A. 3n = 4n - 2, B. 3n < 4n - 2, C. 3n > 4n - 2, D. Not enough information"
869,"Which of the following triangles does not have the same area as the others? A. 3, 3.9, 5, B. 6, 5, C. 10, 5, 3, D. They all have the same area"
870,"What is the length of the side marked k? A. 2 cm, B. 2.5 cm, C. 3 cm, D. Not enough information"
871,"Points V, W, X, Y and Z are all equally spaced along the line. The coordinates of Y are shown. What are the coordinates of X? A. (6, -1), B. (12, -2), C. (9, -1.5), D. (10, -2)"
872,"Here are 3 vertices of a rectangle. What are the coordinates of the 4th vertex? A. (-1, -10), B. (-9, 1), C. (-10, -1), D. (-10, 0)"
873,"The two lines currently intersect at the red dot. If angle p was changed to 120° and angle q was changed to 80°, in which region would the two lines intersect? A. A, B. B, C. C, D. D"
874,"Rectangle P has been enlarged by a scale factor of 1.5 to give rectangle Q. What length should replace the star? A. 6 cm, B. 7.5 cm, C. 5 cm, D. 4.5 cm"
875,"What is the shaded angle in this regular pentagon? A. 108°, B. 120°, C. 142°, D. Not enough information"
876,"What is a quarter of a fifth? A. 1/20, B. 1/9, C. 5/4, D. 4/5"
877,"What is the equation of this line? A. x = 3, B. y = 3, C. xy = 3, D. y = 3x"
878,"What is the length of the missing side, k, on the larger triangle? A. 10.6 cm, B. 10.3 cm, C. 2.65 cm, D. Not enough information"
879,"Jo and Paul are arguing about tessellating pentagons. Jo says a regular pentagon will never tessellate. Paul says you can tessellate with a pentagon. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
880,"Which symbols make the following statements correct? two lakh □ 40 000 5 000 000 □ five crores A. > >, B. > <, C. < >, D. < <"
881,"2 × 3 + 4 □ (2 × 3) + 4 Which symbol belongs in the box? A. >, B. <, C. =, D. ≠"
882,"(-20) × (-5) = 2 × (-10) × (-5) Is this... A. true because of distributivity, B. true because of associativity, C. true because of commutativity, D. false"
883,"Calculate $\frac{3}{5} \div \frac{3}{10}$ A. $\frac{9}{50}$, B. 2, C. $\frac{50}{9}$, D. $\frac{1}{2}$"
884,"The area of this parallelogram is 56 cm². What is the value of m? A. 48 cm, B. 7 cm, C. 6 cm, D. Not enough information"
885,"2w + r = ... Using the diagram, which of the following correctly completes the equation above? A. p, B. 4p, C. 2p, D. p/2"
886,"Calculate 3 ÷ 1/6 A. 1/2, B. 1/18, C. 2, D. 18"
887,"12 × 6 - 1 + 2 Where do the brackets need to go to make the answer equal 36? A. 12 × 6 - (1 + 2), B. 12 × (6 - 1 + 2), C. 12 × (6 - (1 + 2)), D. Does not need brackets"
888,"What number should replace ❤️ in the Venn diagram? A. 2, B. 3, C. 5, D. 30"
889,"a and b represent different numbers. Jo says: a + b = b + a Paul says: a - b = b - a Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
890,"“Common multiples of 5 and 4 are also multiples of 9” Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say"
891,"What shape do you get if you join up the midpoints of the sides of this shape? A. Square, B. Rhombus, C. Kite, D. Rectangle"
892,"Which of the following calculations could this diagram represent? A. 8 × 1/2 = 4, B. 8 × 1/2 = 16, C. 4 × 1/2 = 8, D. 8 × 1/2 = 4 1/2"
893,"\frac{1}{5} of 18 = ? \times 18 A. 5, B. 0.5, C. 0.2, D. 2"
894,"What is value of p in this compound shape made with rectangles? A. 4 cm, B. 3 cm, C. 3.5 cm, D. Not enough information"
895,"= \frac{1}{4} of ... A. \n \n \n, B. \n \n, C. \n, D. \n"
896,"Jo and Paul are discussing prime numbers Jo says 23 is a prime number Paul says 2 is the smallest prime number Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
897,"For this compound shape made with rectangles, what length should replace the star? A. 17/18 m, B. 3/5 m, C. 5/9 m, D. 3/2 m"
898,"8r = ... Using the diagram, which of the following correctly completes the equation above? A. 6g, B. 4p, C. 14w, D. 5g"
899,"If = 1, then = ? A. 5, B. 1/5, C. 1/6, D. 5/6"
900,"What are the co-ordinates of the marked point? A. (4, -2), B. (-2, 4), C. (4, 2), D. (-4, -2)"
901,"What is the size of angle p? A. 65°, B. 40°, C. 105°, D. Not enough information"
902,"Squares have been arranged in these patterns: Pattern 1 Pattern 2 Pattern 3 Pattern 4 Which of the following expressions would correctly give the number of squares in Pattern n? A. n + 3, B. 2n + 4, C. 3n - 2, D. 3n + 2"
903,"What is the size of angle s? A. 30°, B. 36°, C. 45°, D. Not enough information"
904,"(0.1) ÷ (-(1)/(4)) = A. -(4)/(10), B. 0.4, C. -(1)/(40), D. (1)/(40)"
905,"What is the width of each of the intervals on the number line? A. 4/7, B. 4/3, C. 1/2, D. 3/4"
906,"What is the equation of this line of symmetry? A. y = -3.5, B. y = -4, C. y = -2, D. y = -1"
907,"Which line is showing a line of symmetry? A. Line passing through the middle of the heart shape horizontally, but not cutting it into two equal halves., B. Line passing through the middle of the heart shape horizontally, cutting it into two equal halves., C. Diagonal line passing through the middle of the heart shape, cutting it into two equal halves., D. Line passing through the right side of the heart shape, cutting it into two unequal halves."
908,"Which calculation is incorrect? A. 5 × 9 = 45, B. 5 × (−9) = −45, C. (−5) × 9 = −45, D. (−5) × (−9) = −45"
909,"The area of the shape on the left is 3 m². What is the area of the shaded section on the shape on the right? A. 1 m², B. 5/6 m², C. 2 5/6 m², D. 2 1/2 m²"
910,"What is the size of angle z? A. 180°, B. 120°, C. 90°, D. Not enough information"
911,"Here is a number line: Which of the following numbers would be placed to the left of -4 on the number line? A. -3, B. -7, C. 3, D. 7"
912,"3 + 6 × 2 Tom and Katie are trying to make the calculation above equal to 18. Tom says you can write it like this: (3 + 6) × 2 Katie says you can leave it like this: 3 + 6 × 2 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
913,"Tom and Katie are arguing about the order of rotational symmetry of quadrilaterals. Tom says some quadrilaterals have an order of rotational symmetry of 1. Katie says some quadrilaterals have an order of rotational symmetry of 3. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
914,"What is the size of angle p? A. 52°, B. 138°, C. 128°, D. Not enough information"
915,"Which of the following statements is true when n = -2? A. n + 3 > 3n, B. n + 3 < 3n, C. n + 3 = 3n, D. Not enough information"
916,"Dots have been arranged in these patterns: Pattern 1 Pattern 2 Pattern 3 Pattern 4 How many dots would there be in Pattern n? A. 4n + 2, B. 4n - 2, C. 2n + 4, D. n + 2"
917,"This shape is reflected in the line shown. Which point is a reflection point? A. A, B. B, C. C, D. D"
918,"Tom and Katie are still arguing about the number expressed as 3^4 × 5^2 × 7^2. Tom says 10 is a factor of the number. Katie says 75 is a factor of the number. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
919,"Point S is reflected in the line y = x It is then translated by the vector (1,-1) What are the new coordinates of point S? A. (1,5), B. (1,1), C. (3,5), D. (3,3)"
920,"Jo and Paul are discussing the diagram on the right. Jo says the two lines are parallel. Paul says they will eventually intersect. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
921,"1, 2, 4, 8 These are the only factors of... A. 1, B. 8, C. 16, D. 64"
922,"Here is a number line: Which of the following numbers could be indicated by the arrow? A. -3, B. -2.75, C. -4.5, D. -3.5"
923,"Which of the following could replace the star? 9 × (9 - 3) = ★ A. 9 × 6, B. 9 × 12, C. 99 + 93, D. 9 × 9 - 3"
924,"If you double 12 you get... A. 14, B. 24, C. 1212, D. 212"
925,"What should replace the question mark? A. 1, B. 8/9, C. 8/12, D. 11/12"
926,"What is the difference between the temperature at 1pm on Monday and the temperature at 1am on Thursday? A. 6°C, B. 8°C, C. 7°C, D. 3°C"
927,"What is the size of angle p? A. 76°, B. 66°, C. 46°, D. Not enough information"
928,"How many squares would you need to shade on this shape to shade 2/5 of the whole shape? A. 3, B. 4, C. 5, D. 6"
929,"Isaac has used 4/5 of his Lego bricks to build a castle. So far he has used 1200 bricks. How many bricks does Isaac have altogether? Which of the following calculations would give the correct answer to this problem? A. 1200 × 4/5, B. 1200 ÷ 4/5, C. 1200 ÷ 5/4, D. 4/5 ÷ 1200"
930,"Work out: \(\frac{3}{10} + \frac{5}{10}\) Write your answer in its simplest form. A. \(\frac{8}{20}\), B. \(\frac{8}{10}\), C. \(\frac{4}{5}\), D. \(\frac{4}{10}\)"
931,"Tom and Katie are arguing about the precise definition of a square. Tom says it is a quadrilateral with four equal sides. Katie says a polygon with exactly four right angles. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
932,"What should replace the symbols in the following model to represent the calculation 4 × 8 = 8 × 4? A. ☆ = 32 ● = 32 ❤️ = 4, B. ☆ = 32 ● = 32 ❤️ = 8, C. ☆ = 4 ● = 4 ❤️ = 8, D. ☆ = 4 ● = 8 ❤️ = 4"
933,"Jo and Paul are arguing about the red line drawn on the circle to the right. Jo says it is a chord. Paul says it is an arc. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
934,"3n + 12 = Which expression should replace the star? You can use the images to help you if you like. A. 3(n + 4), B. 3(5n), C. 5(3n), D. 4(n + 3)"
935,"What is the size of angle s? A. 45°, B. 51.4°, C. 60°, D. Not enough information"
936,"Tom and Katie are arguing about factors and multiples. Tom says two numbers might not have a highest common factor. Katie says two numbers might not have a lowest common multiple. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
937,"275 × 0.24 = A. 275.24, B. 110, C. 55, D. 66"
938,"What number belongs in the box? (-4) + □ = 3 A. -7, B. -1, C. 8, D. 7"
939,"5 + 8 × 3 Jo and Paul are trying to make the calculation above equal to 39. Jo says you can write it like this: (5 + 8) × 3 Paul says you can leave it like this: 5 + 8 × 3 Who is correct? A. Neither is correct, B. Both Jo and Paul, C. Only Paul, D. Only Jo"
940,"Calculate $\frac{3}{7} \div 4$ A. $\frac{3}{28}$, B. $\frac{12}{28}$, C. $\frac{12}{7}$, D. $\frac{28}{3}$"
941,"Here is a number line: Which of the following numbers would be placed to the left of -6 on the number line? A. 9, B. -5, C. 5, D. -9"
942,"7 × 1/4 = 7 ÷ ? A. 4/4, B. 1/4, C. 4, D. Not possible"
943,"12 ÷ 2 + 1 × 2 = A. 9, B. 3, C. 14, D. 8"
944,"a and b are different numbers. Which of the following numbers could this be the complete factor tree for? A. 45, B. 47, C. 49, D. 51"
945,"Which of the following symbols should go in the box so that the number sentence is correct? (-5)² □ (-5) - (-20) A. >, B. =, C. <, D. ≤"
946,"For this compound shape made with rectangles, what length should replace the star? A. 1/2 m, B. 5/12 m, C. 1/3 m, D. 3/8 m"
947,"A shape is moved 3 squares to the right and 9 squares down. Which vector describes this movement? A. (-3, -9), B. (3, -9), C. (-3, 9), D. (3, 9)"
