exercise_id,QuestionId,text
936,936,Tom and Katie are arguing about factors and multiples. Tom says two numbers might not have a highest common factor. Katie says two numbers might not have a lowest common multiple. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
937,937,275 × 0.24 = 275.24 110 55 66
938,938,"What number belongs in the box?
(-4) + □ = 3 -7 -1 8 7"
939,939,5 + 8 × 3 Jo and Paul are trying to make the calculation above equal to 39. Jo says you can write it like this: (5 + 8) × 3 Paul says you can leave it like this: 5 + 8 × 3 Who is correct? Neither is correct Both Jo and Paul Only Paul Only Jo
940,940,"Calculate

$\frac{3}{7} \div 4$ $\frac{3}{28}$ $\frac{12}{28}$ $\frac{12}{7}$ $\frac{28}{3}$"
941,941,"Here is a number line:

Which of the following numbers would be placed to the left of -6 on the number line? 9 -5 5 -9"
942,942,7 × 1/4 = 7 ÷ ? 4/4 1/4 4 Not possible
943,943,12 ÷ 2 + 1 × 2 = 9 3 14 8
944,944,a and b are different numbers. Which of the following numbers could this be the complete factor tree for? 45 47 49 51
945,945,Which of the following symbols should go in the box so that the number sentence is correct? (-5)² □ (-5) - (-20) > = < ≤
946,946,"For this compound shape made with rectangles, what length should replace the star? 1/2 m 5/12 m 1/3 m 3/8 m"
947,947,"A shape is moved 3 squares to the right and 9 squares down. Which vector describes this movement? (-3, -9) (3, -9) (-3, 9) (3, 9)"
